precinct,lat,lng,station,marz,community,source,fetched_at
20/36,40.643408300848115,45.32180534934193,"Թթուջրի Մ/Դ 1-ին փողոց, շենք 27",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
20/37,40.576445,45.396194,"Վահանի Մ/Դ 2-րդ փողոց, շենք 47",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
20/38,40.561604202226995,45.23776038418698,"Դրախտիկի Մ/Դ 12-րդ փողոց, շենք 33",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
20/39,40.53151293360684,45.27714152013803,"Աղբերքի Մ/Դ 3-րդ փողոց, շենք 15",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
20/40,40.50246869083127,45.27209891235314,"Շողակաթի միջնակարգ դպրոց փողոց 10, շենք 1/1",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/41,40.49674970959019,45.36363775289001,"Արտանիշի Մ/Դ 1 –ին փողոց, շենք 1",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/42,40.451135,45.450997,"Ջիլի Մ/Դ 1-ին փողոց,  շենք 73",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/43,40.4119766391873,45.47330183779342,"Ծափաթաղի Հենրիկ Աբրահամյանի անվ. Մ/Դ  1-ին փողոց,  շենք 6",Գեղարքունիք,Ճամբարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/44,40.376366869367615,45.52871661328794,"Փամբակի Մ/Դ  1-ին փողոց, 1/1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/45,40.368176737949625,45.570666178577326,"Դարանակի Մ/Դ 2-րդ փողոց, 15",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/46,40.33847303444729,45.60924239134867,"Արեգունու Մ/Դ  8-րդ փողոց,  1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/47,40.306259,45.681193,"Գեղամասարի Մ/Դ  15-րդ փողոց, փակուղի 10",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/48,40.3031230620548,45.7040044862597,"Ավազանի Հ/Դ  1-ին փողոց,  5",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/49,40.28613065944677,45.73303145640897,"Արփունքի Մ/Դ  1/1 փողոց, 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/50,40.25741021436333,45.720478740154,"Փոքր Մասրիկի  Մ/Դ  3-րդ փողոց, 11",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/51,40.279730294070156,45.7815791023317,"Կախակնի Մ/Դ Անդրանիկի փողոց, 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/52,40.266645308977026,45.83760514729716,"Կուտականի Մ/Դ 3-րդ փողոց, 3",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/53,40.23740880326376,45.851353140337956,"Տրետուքի Մ/Դ 1-ին փողոց, 6",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/54,40.266756,45.700539,"Նորակերտի Մ/Դ Լեռնիկ Ղազարյանի անվ.  փողոց, 2-րդ փակուղի 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/55,40.211484,45.766694,"Մեծ Մասրիկի Մ/Դ  4-րդ փողոց, 5-րդ նրբանցք, 4",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
20/56,40.20086282473479,45.86774753939303,"Սոթքի Մ/Դ     1-ին փողոց, 2/2",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/1,40.13686198741216,45.301533831893224,"Մարտունու թիվ 2 հիմն. դպրոց, Մ.Հերացու փ.   շենք 10",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/2,40.13712035837946,45.30912734589062,"Մարտունու N 1 մանկապարտեզ,Կոմիտաս փ․29",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/3,40.14769632025926,45.304005631789984,Մարտունու Տ. Աբրահամյանի անվան ավագ դպրոց Գ․ Նարեկացու փ. շ 19,Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/4,40.13856803784787,45.310023606752715,"Մարտունու  N 1 հիմն․դպրոց․,Կոմիտասի փ․․ թ․25",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/5,40.140639027089605,45.30258005654878,"Մարտունու Մշակույթի տուն, Մյասնիկյան փ․23",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/6,40.143829457276944,45.30024612891287,"Մարտունու N 4 մանկապարտեզ,Երևանյան փ․40",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/7,40.164475,45.238953,"Լիճքի միջնակարգ դպրոց, Ա2 թղմ․12 փ․8",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/8,40.164475,45.238953,"Լիճքի հիմնական դպրոց,   Ա6 թղմ. 1 փող. շենք14",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/9,40.130442,45.248137,"Վ․ Գետաշենի մշակույթի տուն, Բ․թղմ․ 1 փ․ 42",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/10,40.130442,45.248137,"Վ․ Գետաշենի N2 միջնակարգ դպրոց, Ա․ թղմ․ 7  փ․ 7",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/11,40.147502,45.263157,"Ն․Գետաշեն մշակույթի կենտրոն, Կենտրոն թղմ․ 5 փ․ 11",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/12,40.147502,45.263157,"Ն․ Գետաշենի թիվ 1 միջն. դպր.,դպր. թղմ. 2 փ. շ 4 /1-ին մուտք/",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/13,40.147502,45.263157,"Ն․Գետաշենի N 2 միջնակարգ դպրոց, Վ․Դեմերթաղ․,1 փ․ 1",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/14,40.147388783540485,45.266669686724704,"Ն․Գետաշենի  մշակույթի կենտրոն, Կենտրոն թղմ․, 5փ․, թիվ 11",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/15,40.077184,45.256001,"Մադինայի մշակույթի կենտրոն․,1-ին փ․,34",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/16,40.10200571497489,45.284006575504726,"Գեղհովիտի թիվ 1 միջն. դպրոց, 5 փող. շենք 31",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/17,40.10194006314812,45.28374987309041,"Գեղհովիտի  մանկապարտեզ, 5 փող. շենք 56",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/18,40.10105375728637,45.285079908773106,"Գեղհովիտի  մշակույթի կենտրոն,1փ․2",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/19,40.070584078984645,45.262453487210024,"Լեռնակերտ,Լեռնակերտի հիմնական դպրոց 1 փ․1",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/20,40.13536095569416,45.32758321004729,"Վաղաշենի մշակույթի կենտրոն, 2 փ․  թիվ 3",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/21,40.134511,45.329976,"Վաղաշենի մանկապարտեզ, 1 փող. շենք 3",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/22,40.12455336895102,45.354047345591134,"Աստղաձորի մշակույթի տուն, 40 փող. շենք 6",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/23,40.12409395717106,45.35396151490266,"Աստղաձորի միջն. դպրոց, 43 փող. շենք 6",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/24,40.12773635100899,45.37855092138091,"Զոլաքարի մշակույթի տուն, 2 փող. շենք 9",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/25,40.127670724017776,45.37825059074287,"Զոլաքարի թիվ 1 միջն. դպրոց, 1 փող. շենք 38",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/26,40.12786760480137,45.37782154697425,"Զոլաքարի թիվ 2 միջն. դպրոց, 2 փող. շենք 33",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/27,40.13777653419816,45.43082352157388,"Վարդենիկի թիվ 1 հիմն. դպրոց, Կ. Շահինյան փող. շենք 51",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/28,40.13833427866201,45.4316816091111,"Վարդենիկի Կրթահամալիր, 4 փող. շենք 67",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/29,40.137415638282015,45.43266840977892,"Վարդենիկի թիվ 2 հիմն. դպրոց, Բանավան թղմ.  շենք 9",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/30,40.132893,45.437638,Վարդենիկի մշակույթի տուն Կ.Շահինյան փ. շ 81,Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/31,40.1552612851045,45.46947030804208,Ծովինարի միջն. դպրոց 1 թղմ.3 փ. շ 33,Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/32,40.15722926791179,45.469383731572,"Ծովինարի տարրական դպրոց, 3 թղմ․ Հրապարակի 29",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/33,40.152899630450726,45.50698031496884,"Արծվանիստի միջնակարգ դպրոց, 16 փ, 10",Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/34,40.15169,45.502566,Արծվանիստի մանկապարտեզ   1 փող. 1 փկղ. շ 1,Գեղարքունիք,Մարտունի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
21/35,40.169193,45.580945,Կարճաղբյուրի մշակույթի տուն  1-ին փողոց շենք 1,Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/36,40.182725,45.631993,"Ծովակի միջնակարգ դպրոց,1-ին փող․, 1-ին նրբ․ շ․ 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/37,40.151681,45.609198,"Լճավանի միջնակարգ դպրոցի շենք  10-րդ փողոց,շ․ 35/1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/38,40.123257,45.616951,"Մաքենիսի միջնակարգ  դպրոցի շենք , 1 խճղ․ 16/1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/39,40.099532,45.641985,"Ախպրաձորի  միջնաակարգ  դպրոց, 1 փողոց Շ 1.",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/40,40.176865,45.689692,Լուսակունքի մշակույթի տուն  1 փող. Շ 114,Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/41,40.170257,45.696924,"Խաչաղբյուրի Կ.Գևորգյանի անվան միջն. դպրոց, 1 փ. շ 49",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/42,40.115455,45.683448,"Գեղաքար,Համայնքապատկան շենք 1 փող. շ 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/43,40.190749,45.688507,"Տորֆավան բնակավայրի վարչական շենք, 1 փող. շ 140",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/44,40.189141,45.673235,"Վանեվանի միջնակարգ դպրոց,  Գարագաշ փ. շ 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/45,40.181002,45.736341,Վարդենիսի թիվ 3 հիմնական դպրոց Խ. Ստեփանյան փ. շ 15,Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/46,40.181002,45.736341,"Վարդենիսի թիվ 4 հիմնական դպրոց, Վ․Մամիկոնյան փող. շ 38",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/47,40.181002,45.736341,"Վարդենիսի Է. Պողոսյանի անվան թիվ 2 հիմնական դպրոց,  Երևանյան փ. շ 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/48,40.181002,45.736341,"Վարդենիսի Մհեր Մկրտչյանի անվան մշակույթի պալատ,    Ռոմանի փ. շ 10",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/49,40.181002,45.736341," Վարդենիսի թիվ 1 մանկական երաժշտական դպրոց, Երիտասարդության փ. շ 22",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/50,40.181002,45.736341,"Վարդենիսի Հ.Համբարձումյանի անվան ավագ դպրոց, Հ. Արզոյան փ. շ 16",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/51,40.155839,45.723002,"Ակունքի մշակույթի պալատ,  Բարեկամության փ. շ 1",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/52,40.155839,45.723002,"Ակունքի միջնակարգ դպրոց, Բարեկամության փ. 2 փկղ  շ 2",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/53,40.125747,45.791885,"Այրքի Ա.Փափախչյանի անվան միջնակարգ դպրոց, 4 փ. շ 5",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/54,40.163895,45.791917,"Շատջրեքի միջնակարգ դպրոց, 3 փող. 1 նրբ. շ 7",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/55,40.152669,45.815831,"Ջաղացաձորի միջնակարգ դպրոց, 2 փող. 2 նրբ. շ 4",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/56,40.163944,45.806615,"Գեղամաբակի հիմնական դպրոց,  4 փող, շ 18",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/57,40.155811,45.860732,"Նորաբակի  միջնակարգ դպրոց, 1  փող.  շ  5",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/58,40.18248,45.824393,"Շատվանի միջնակարգ դպրոց, 2 փող. շ 6",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/59,40.178553,45.870945,"Ազատի միջնակարգ դպրոց, 1 փող. շ 3",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
21/60,40.175897,45.898862,"Կութի միջնակարգ դպրոց, Է.Բալասանյան 1 փող. շ 20",Գեղարքունիք,Վարդենիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
22/1,40.83874913796459,44.02085397833303,"Խնկոանի հիմնական դպրոց, 1-ին փողոց, շենք 21",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/2,40.86097363145807,44.033722879939646,"Լուսաղբյուրի միջնակարգ դպրոց, 1-ին փողոց, շենք 21",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/3,40.87317222386059,44.09914057729434,"Սարալանջի հիմնական դպրոց, 2-րդ փող․, շենք 1",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/4,40.837726396538166,44.048157038665515,"Հարթագյուղի վարչական շենք, 6-րդ փողոց, շենք 3",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/5,40.800474873893705,44.099097316477774,"Ծաղկաբերի միջնակարգ դպրոց, 2-րդ փող․,  շենք 10",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/6,40.83198332920256,44.10954958769145,"Մեծ Պարնու միջնակարգ  դպրոց, 1-ին փողոց,  շենք 76",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/7,40.822635068200576,44.141102770749924,"Կաթնաջուրի վարչական շենք, 13-րդ փողոց, շենք 1",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/8,40.852570833241934,44.16220509077824,"Շիրակամուտի միջնակարգ դպրոց, 9-րդ փողոց, շենք 5",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/9,40.84621629553305,44.182631891213916,"Գեղասարի միջնակարգ դպրոց, 1-ին փող, 3 փկղ., շենք 7",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/10,40.892729093253486,44.200711762833066,"Գոգարանի միջնակարգ դպրոց, 6-րդ փողոց, շենք 4",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/11,40.87012177229134,44.20956443569688,"Սարահարթի միջնակարգ դպրոց, 6-րդ փողոց,  շենք 15",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/12,40.867996108592706,44.23627874713241,"Շենավանի հիմնական դպրոց, 2-րդ փողոց, շենք 17",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/13,40.78749525996358,44.161433160898895,"Լեռնավանի միջնակարգ դպրոց, 11-րդ փողոց,  շենք 15",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/14,40.7914105296733,44.19072189197609,"Ջրաշենի միջնակարգ դպրոց, 7-րդ փողոց, շենք 11, 9Բ դասասենյակ",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/15,40.791507,44.190745,"Ջրաշենի միջնակարգ դպրոց, 7-րդ փողոց, շենք 11, 7Ա դասասենյակ",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/16,40.78119135317995,44.22305928075969,"Սարամեջի վարչական շենք 1-ին փողոց,  2-րդ նրբ.,  շենք 12",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/17,40.820467284954844,44.22509777560079,"Սպիտակի թիվ 5 հիմնական դպրոց, Իտալական թաղամաս  176",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/18,40.81544944746229,44.2224208538681,"Սպիտակի թիվ 8 միջնակարգ դպրոց, Ուզբեկական թաղամաս 64",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/19,40.82994168081409,44.26534307340911,"Սպիտակի պետական քոլեջ, Ս. Ավետիսյան փողոց  283",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/20,40.831118781992444,44.28162949955067,"Սպիտակի Ս. Ավետիսյան ավագ դպրոց, Խնկոյան փողոց,  5",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/21,40.830802184419525,44.26934341289666,"Սպիտակի թիվ 2 հիմնական դպրոց, Ս. Ավետիսյան փողոց,  1",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/22,40.834739251870126,44.26476248505004,"Սպիտակի թիվ 3 հիմնական դպրոց, Պանրագործների թաղամաս,  12/2 դպրոց",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/23,40.83032322624358,44.27668112927828,"Սպիտակի թիվ 1 հիմնական դպրոց, Մյասնիկյան փողոց,  1",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/24,40.829787438421555,44.27144199831013,"Սպիտակի թիվ 4 հիմնական դպրոց,  Այգեստան  53",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/25,40.83205638901361,44.27019845535249,"Սպիտակի հասարակական սննդի օբյեկտ , Ալեք Մանուկյան փողոց,  5",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/26,40.78906708165965,44.27347509675366,"Լեռնանցքի վարչական շենք,  8-րդ փողոց,  շենք  6/4",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/27,40.86178099051258,44.271897459505254,"Արևաշողի միջնակարգ դպրոց, 10-րդ փողոց, 19 դպրոց, ձախ մասնաշենք",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/28,40.86202,44.271716,"Արևաշողի միջնակարգ դպրոց, 10-րդ փողոց, 19 դպրոց, աջ մասնաշենք",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/29,40.84265732590447,44.32320315328624,"Քարաձորի հիմնական դպրոց, 1-ին փողոց, շենք 11",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/30,40.83166267685765,44.3332669720676,"Արջհովիտի միջնակարգ դպրոց, 1-ին փողոց, շենք 1",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/31,40.83909004826682,44.35652568687537,"Նոր  Խաչակապի միջնակարգ դպրոց, 1-ին փողոց, շենք 21",Լոռի,Սպիտակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/32,40.96559663270287,44.47039777004783,"Դպրոցի շենք, 1-ին փողոց, շենք 5",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/33,40.958471084049904,44.42451489528391,"Դպրոցի շենք, 1-ին փողոց, շենք 4Բ",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/34,40.95622266998625,44.44175711287226,"Դպրոցի շենք, 13-րդ փողոց, շենք 3",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/35,40.96120958944115,44.49543310658377,"Դպրոցի շենք, 1-ին փողոց, շենք 5",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/36,40.970202106702196,44.5063548791426,"Վարչական շենք, Կենտրոնական փողոց. 56",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/37,40.959143567791926,44.560406459400056,"Մշակույթի կենտրոն, 5-րդ փողոց, շենք 20/3",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/38,40.99589288785602,44.4375292092732,"Դպրոցի շենք, 2-րդ փողոց, շենք 18",Լոռի,Գյուլագարակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/39,40.81473896245001,44.394710644418744,"Լեռնապատի հանդիսությունների սրահ, 4-րդ փողոց, 2 շենք",Լոռի,Փամբակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/40,40.76332432597301,44.38432407978602,"Լեռնաջուրի նախկին ճաշարան, 1-ին  փողոց, 3 շենք",Լոռի,Փամբակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/41,40.858957219380976,44.37735210588129,"Արջուտի միջնակարգ դպրոց, 1-ին փողոց, 29 շենք",Լոռի,Փամբակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/42,40.87321278742927,44.43740054585428,"Բազումի միջնակարգ դպրոց, 3-րդ փողոց, 2 շենք",Լոռի,Փամբակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
22/43,40.8810573144141,44.42457018774245,"Ազնվաձորի միջնակարգ դպրոց, 5-րդ փողոց, 1-ին նրբանցք,  1 շենք",Լոռի,Փամբակ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/1,40.802951921085175,44.53990947216209,"Գուգարքի միջնակարգ դպրոց (գ․ Գուգարք, 3 փողոց, 8 շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/2,40.803902108098214,44.530783180930946,"Գուգարքի նախկին հիմնական դպրոցի շենք (գ․Գուգարք, 2-րդ փողոց,   1-ին նրբանցք, շենք 11)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/3,40.8009296829293,44.53649110267633,"Գուգարքի մշակույթի տուն (գ․Գուգարք, Կոտեջային 10 փողոց, 60 շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/4,40.778908476484176,44.547784293883,"Շահումյանի կրթամարզամշակութային համալիր (գ․ Շահումյան, 1 փող. 4 փկղ. 2 շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/5,40.79037487393893,44.52301677721042,"Վանաձորի թիվ 11 մանկապարտեզ  (ք․Վանաձոր, Չուխաջյան փ. 18ա շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/6,40.78776738679622,44.52678142104526,"Վանաձորի Ա. Խլղաթյանի անվան N18 միջնակարգ դպրոց  (ք․Վանաձոր, Երևանյան խճղ. 151 շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/7,40.78984688636744,44.52345123337934,"Վանաձորի Րաֆֆու անվան N 19 հիմնական դպրոց (ք․Վանաձոր, Չուխաջյան փ. 12-1 շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
23/8,40.78985500928498,44.523456334580324,"Վանաձորի Րաֆֆու անվան N 19 հիմնական դպրոց (ք․Վանաձոր, Չուխաջյան փ. 12-1 շենք)",Լոռի,Վանաձոր,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
