precinct,lat,lng,station,marz,community,source,fetched_at
1/1,40.209585,44.566617,"Թիվ 51 մ/մանկապարտեզ Ավան, 6 փ. 52/1",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.201Z
1/2,40.209585,44.566617,"Թիվ 51 մ/մանկապարտեզ Ավան, 6 փ. 52/1",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/3,40.21050916,44.56705391,"Թիվ 87 դպրոց Ավան, Խուդյակով փ. 44",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/4,40.21051099,44.5670898,"Թիվ 87 դպրոց Ավան, Խուդյակով փ. 44",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/5,40.215869,44.564308,"Թիվ 104 դպրոց Ավան, Աճառյան 5",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/6,40.21840453,44.56441943,"Օհանյանի անվան հիմն. դպրոց Ավան, Աճառյան փկղ. 15/1",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/7,40.22205469,44.57004745,"Թիվ 56 մ/մանկապարտեզ Ավան Առինջ, 1 մ/շ, 1/14",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/8,40.22207745,44.57002701,"Թիվ 56 մ/մանկապարտեզ Ավան Առինջ, 1 մ/շ, 1/14",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/9,40.2260901,44.57176292,"Թիվ 180 դպրոց Ավան Առինջ թաղ., 2 մ/շ",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/10,40.222326,44.57430047,Թիվ 55 մ/մանկապարտեզ Ավան Առինջ թաղ. 2մ/շ 1/6,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/11,40.21204786,44.56849081,"Նախկին 7մ/մ, Ավան-Առինջ թաղ. 1մ/շ 3/14",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/12,40.219483,44.58091,Ավանի շախմատի մանկապատանեկան մարզադպրոց Նարեկացի թաղ. 38,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/13,40.22014617,44.57787559,"Ավանի մշակույթի տուն, Ավան, Բաբաջանյան 18/13",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/14,40.218939,44.57482,"Գ. Բուդաղյանի անվան արվեստի դպրոց, Ալմա-Աթայի 3",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/15,40.218678,44.574376,"«Երևանի հ.170 ավագ դպրոց» ՊՈԱԿ, Թումանյան թաղամաս 30",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/16,40.21675427,44.57569599,Թիվ 52 մ/մանկապարտեզ Իսահակյան թաղ. 2/4,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/17,40.217402,44.576338,Թիվ 171 դպրոց Իսահակյան թաղ.,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/18,40.216699,44.581072,"Ավանի Մանկապատանեկան համալիր մարզադպրոց Ավան, Խուդյակով փող. 214",Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/19,40.214698,44.582256,Գ. Ստարովոյտովայի անվան 177 դպրոց Դուրյան թաղ. 24,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/20,40.217007,44.552211,ԵՊՀ մասնաճյուղ Ծարավ Աղբյուրի 55,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/21,40.213859,44.582242,Թիվ 54 մ/մանկապարտեզ Դուրյան թաղ. 35/1,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/22,40.212254,44.57948,Թիվ 57 մ/մանկապարտեզ Դուրյան թաղ. 52,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
1/23,40.213859,44.582242,Թիվ 54 մ/մանկապարտեզ Դուրյան թաղ. 35/1,Երևան,Ավան,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/1,40.193827,44.563687,"Հ.105 մսուր-մանկապարտեզ, Բաղյան փող. 2",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/2,40.194668,44.566437,"«Երևանի Մ. Խորենացու անվան հ.143 հիմնական դպրոց» ՊՈԱԿ, Բաղյան 5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/3,40.194668,44.566437,"«Երևանի Մ. Խորենացու անվան հ.143 հիմնական դպրոց» ՊՈԱԿ, Բաղյան 5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/4,40.189702,44.568781,"Ս.Ասլամազյանի անվ. երաժշտ. դպրոց, Գյուլիքեխվյան 6",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/5,40.190018,44.569512,"Հ.107 մանկապարտեզ, Բակունցի 4",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/6,40.191328,44.570748,"«Երևանի Ֆ. Նանսենի անվան հ.150 հիմնական դպրոց» ՊՈԱԿ, Բակունցի 6",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/7,40.1913,44.570919,"Հ.109 մսուր-մանկապարտեզ, Բակունցի 2-րդ նրբ. 25/4",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/8,40.190383,44.574659,"Հ.108 մանկապարտեզ, Բակունցի  1-ին նրբ. 7/2",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/9,40.188137,44.573998,"«Երևանի Գ. Բաղյանի անվան հ.141 հիմնական դպրոց» ՊՈԱԿ, Գյուլիքեխվյան 27",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/10,40.187094,44.595912,"Հ.110 մսուր-մանկապարտեզ, Ջրվեժ, Մայակ թաղ. 6",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/11,40.185813,44.59589,"«Երևանի հ.187 միջնակարգ դպրոց» ՊՈԱԿ, Ջրվեժ, Մայակ թաղ. 30/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/12,40.185813,44.59589,"«Երևանի հ.187 միջնակարգ դպրոց» ՊՈԱԿ, Ջրվեժ, Մայակ թաղ. 30/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/13,40.185827,44.566852,"Հ.111 մսուր-մանկապարտեզ, Մառի 1/2",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/14,40.185019,44.56685,"«Երևանի Ա. Միկոյանի անվան հ.166 հիմնական դպրոց» ՊՈԱԿ, Մառի 8",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/15,40.183725,44.569844,"Հ.112 մսուր-մանկապարտեզ, Մառի 38/3",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/16,40.184064,44.568508,"Ճարտարապետության և շինարարության պետական քոլեջ, Մառի 17/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/17,40.180329,44.56742,"Հ.113  մսուր-մանկապարտեզ, Մ. Գալշոյան 62",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/18,40.182455,44.580256,Ա. Շիրակացու անվան  ճեմարան Մ. Գալշոյան 15,Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/19,40.181165,44.567828,"«Երևանի հ.159 ավագ դպրոց» ՊՈԱԿ, Մ. Գալշոյան փ.",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/20,40.187723,44.562292,"Հ.114  մսուր-մանկապարտեզ, Շոպրոնի 6",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/21,40.187851,44.557409,"«Երևանի Գ. Գուրզադյանի անվան հ.163 հիմնական դպրոց» ՊՈԱԿ, Գյուրջյան 13",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/22,40.187851,44.557409,"«Երևանի Գ. Գուրզադյանի անվան հ.163 հիմնական դպրոց» ՊՈԱԿ, Գյուրջյան 13",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/23,40.188681,44.560299,"Մշակույթի կենտրոն, Լյուքսեմբուրգի 2-րդ նրբ., 6/9",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/24,40.177441,44.562384,"«Երևանի Յ. Լեփսիուսի անվան հ.88 հիմնական դպրոց» ՊՈԱԿ, Կարախանյան 11",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/25,40.177441,44.562384,"«Երևանի Յ. Լեփսիուսի անվան հ.88 հիմնական դպրոց» ՊՈԱԿ, Կարախանյան 11",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/26,40.177056,44.561278,"Նախկին հ.22 մանկապարտեզ, Հ.Ավետիսյան 5/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/27,40.176836,44.565617,"Հ. 117 մսուր-մանկապարտեզ, Կարախանյան 21",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/28,40.175257,44.573492,"Հ.118 մսուր-մանկապարտեզ, Վիլնյուսի 121",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/29,40.175257,44.573492,"Հ.118 մսուր-մանկապարտեզ, Վիլնյուսի 121",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/30,40.174118,44.572611,"«Երևանի հ.186 հիմնական դպրոց» ՊՈԱԿ, Մինսկի 95",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/31,40.174118,44.572611,"«Երևանի հ.186 հիմնական դպրոց» ՊՈԱԿ, Մինսկի 95",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/32,40.171778,44.562734,"Հ.119 մսուր-մանկապարտեզ, Վիլնյուսի 43/2",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/33,40.171686,44.565039,"Հ.120 մանկապարտեզ, Վիլնյուսի 27/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/34,40.171192,44.561153,"«Երևանի հ.197 հիմնական դպրոց» ՊՈԱԿ, Վիլնյուսի 59/5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/35,40.171192,44.561153,"«Երևանի հ.197 հիմնական դպրոց» ՊՈԱԿ, Վիլնյուսի 59/5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/36,40.172167,44.569599,"«Երևանի հ.198 ավագ դպրոց» ՊՈԱԿ, Վիլնյուսի 13/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/37,40.172167,44.569599,"«Երևանի հ.198 ավագ դպրոց» ՊՈԱԿ, Վիլնյուսի 13/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/38,40.209478,44.569565,"«Երևանի Հ. Մաթևոսյանի անվան հ.96 հիմնական դպրոց» ՊՈԱԿ, Դ. Մալյան 24",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/39,40.203396,44.5674,«Երևանի Ն. Սաֆարյանի անվան հ.164 հիմնական դպրոց Թոթովենցի 7,Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/40,40.203396,44.5674,«Երևանի Ն. Սաֆարյանի անվան հ.164 հիմնական դպրոց Թոթովենցի 7,Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/41,40.204053,44.568156,"Հ.103 մանկապարտեզ, Թոթովենցի 3",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/42,40.203594,44.566312,"Հ.104 մ/մանկապարտեզ, Գայի պող. 5/1",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/43,40.203066,44.57158,"«Երևանի Գ. Ստեփանյանի անվան հ.135 հիմնական դպրոց» ՊՈԱԿ, Ն. Ստեփանյան 5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/44,40.203061,44.571591,"«Երևանի Գ. Ստեփանյանի անվան հ.135 հիմնական դպրոց» ՊՈԱԿ, Ն. Ստեփանյան 5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/45,40.203405,44.569653,"Հ.101 մսուր-մանկապարտեզ, Թոթովենցի 3/5",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/46,40.200311,44.574966,"Երևանի հենաշարժական համակարգի խախտումներ ունեցող երեխաների հ.17 հատուկ դպրոց, Մոլդովական 41",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/47,40.200311,44.574966,"Երևանի հենաշարժական համակարգի խախտումներ ունեցող երեխաների հ.17 հատուկ դպրոց, Մոլդովական 41",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/48,40.205639,44.573208,"«Երևանի Գ. Ադդարյանի անվան հ.133 հիմնական դպրոց» ՊՈԱԿ, Մոլդովական 35",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/49,40.203706,44.574152,"Տարածաշրջանային հ.2 պետ. քոլեջ,  Մոլդովական 37Ա",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/50,40.203706,44.574152,"Տարածաշրջանային հ.2 պետ. քոլեջ,  Մոլդովական 37Ա",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/51,40.199621,44.5589,"«Երևանի հ.134 հիմնական դպրոց» ՊՈԱԿ, Նանսենի 14",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/52,40.198349,44.556259,"Հ.100 մսուր-մանկապարտեզ, Նանսենի 22",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/53,40.196902,44.562353,"Հ.98 մսուր-մանկապարտեզ, Սաֆարյան 8",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/54,40.197717,44.562176,"«Երևանի «Վարդանանց ասպետներ» հ.106 հիմնական դպրոց» ՊՈԱԿ, Նանսենի 11",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/55,40.197717,44.562176,"«Երևանի «Վարդանանց ասպետներ» հ.106 հիմնական դպրոց» ՊՈԱԿ, Նանսենի 11",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/56,40.200651,44.562499,"«Երևանի Թ. Կրպեյանի անվան հ.62 ավագ դպրոց» ՊՈԱԿ, Նանսենի 6",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
2/57,40.200651,44.562499,"«Երևանի Թ. Կրպեյանի անվան հ.62 ավագ դպրոց» ՊՈԱԿ, Նանսենի 6",Երևան,Նոր Նորք,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/1,40.229895,44.550275,161 մանկապարտեզ  Զ․ Սարկավագի 145ա,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/2,40.229895,44.550275,161 մանկապարտեզ  Զ․ Սարկավագի 145ա,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/3,40.22677,44.545797,Խ․Աբովյանի անվ․ հ․ 84 հիմնական դպրոց Մ․ Սարգսյան 1/5 (Քանաքեռ 14փ․),Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/4,40.216324,44.535247,157 մանկապարտեզ Զ․Սարկավագի 14/3,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/5,40.222529,44.536822,Ս․Շահմուրադյանի անվ․ հ․85 հիմնական դպրոց  Ծարավ աղբյուր 21Ա,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/6,40.220901,44.540685,Հ․3 տարածքային մանկավարժահոգեբանական աջակցման կենտրոն  Ծարավ աղբյուր 14,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/7,40.217049,44.53517,Ա․Տեր-Ղևոնդյանի անվ․ հ․1 երաժշտական դպրոց  Զ․Սարկավագի 48 2-րդ հարկ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/8,40.217001,44.536291,159 մանկապարտեզ  Է․Հասրաթյան 17,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/9,40.210283,44.539508,160 մանկապարտեզ  Է․Հասրաթյան փ․ 5,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/10,40.207072,44.538231,Լ․Արիսյանի անվ․ հ․127 ավագ դպրոց  Պ․Սևակ 11,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/11,40.207095,44.54201,156 մանկապարտեզ  Մ․Ավետիսյան 2-րդ փ․4/2,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/12,40.205248,44.543834,149 մանկապարտեզ  Դրոյի 19 ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/13,40.205868,44.548734,Հ․Դինքի անվ․ հ․44 հիմանական դպրոց  Մ․Ավետիսյան 89 ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/14,40.208527,44.545116,Հ․136 հիմնական դպրոց  Լեփսիուսի 6,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/15,40.209447,44.548675,153 մանկապարտեզ  Լեփսիուսի 6,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/16,40.20442,44.547096,162 մանկապարտեզ  Մ․Ավետիսյան  20փ 4,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/17,40.202274,44.542865,158 մանկապարտեզ  Դրոյի 16,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/18,40.201956,44.546816,Ս․Բյուրատի անվ․ հ․125 հիմնական դպրոց  Պ․Սևակ 89,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/19,40.201956,44.546816,Ս․Բյուրատի անվ․ հ․125 հիմնական դպրոց  Պ․Սևակ 89,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/20,40.200511,44.545614,151 մանկապարտեզ  Նորաշխարհյան 9 ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/21,40.200194,44.540232,Ղ․Սարյանի անվ․հ․1 արվեստի դպրոց  Դրոյի 4ա ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/22,40.201923,44.538943,Մ․Մանուշյանի անվ․ հ․48 հիմնական դպրոց  Դրոյի 11,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/23,40.204626,44.534705,Ռ․Աբաջյանի անվ․ հ․147 հիմնական դպրոց  Կ․Ուլնեցու 1,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/24,40.206505,44.529612,Երևանի զարդարվեստի պետական արհեստագործական ուսումնարան Հ․Ներսիսյան 3,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/25,40.205899,44.527795,155 մանկապարտեզ  Վ․Վահյան 1,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/26,40.202318,44.527583,Հ․Պարոնյանի անվ․հ․ 59 հիմնական դպրոց  Վարշավյան 45,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/27,40.200872,44.523837,Երևանի պետական հումանիտար-տեխնիկական քոլեջ  Ա․Տիգրանյան 21 ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/28,40.199804,44.521461,152 մանկապարտեզ  Ազատության 4ա,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/29,40.201887,44.546121,Տնտեսագիտական համալսարանի ինֆորմատիկայի և վիճակագրության ֆակուլտետ  Պ․Սևակ 77,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/30,40.219308,44.540386,Ա․Տեր-Ղևոնդյանի անվ․ հ․1 երաժշտական դպրոց  Զ․Սարկավագի 48 1-ին հարկ,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.199Z
3/31,40.220996,44.538223,Կ․Զարյանի անվ․ հ․ 117 հիմնական դպրոց  Ֆանարջյան 15,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
3/32,40.202415,44.542882,Կենտրոնացված գրադարանային համալիր ՀՈԱԿ  Դրոյի 16ա,Երևան,Քանաքեռ-Զեյթուն,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/1,40.2156118,44.52503995,"«Երևանի Վ.Դավթյանի անվան հ.37 հիմնական դպրոց» ՊՈԱԿ,  Քանաքեռ ՀԷԿ Բանավան 14",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/2,40.2156118,44.52503995,"«Երևանի Վ.Դավթյանի անվան հ.37 հիմնական դպրոց» ՊՈԱԿ,  Քանաքեռ ՀԷԿ Բանավան 14",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/3,40.210596,44.526125,"«Երևանի Ռ. Միրոյանի անվան հ.77 հիմնական դպրոց» ՊՈԱԿ, Ադոնցի 11",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/4,40.223778,44.528705,"Հ.6 գրադարան, Քանաքեռ ՀԷԿ 4/1",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/5,40.207208,44.523875,"Հ.25 մանկապարտեզ, Շիրվանզադեի 5/1",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/6,40.209421,44.523111,"Կ.Սարաջյանի անվան երաժշտ. դպրոց, Մամիկոնյանց 34Բ",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/7,40.210706,44.521438,"«Երևանի Մ. Քաջունու անվան հ.54 ավագ դպրոց» ՊՈԱԿ,  Ն. Տիգրանյան 12",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/8,40.21248539,44.50548093,"Երևանի պետական հումանիտար քոլեջ, Արղության 1",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/9,40.209218,44.515235,"«Երևանի Հ. Պողոսյանի անվան հ.82 հիմնական դպրոց» ՊՈԱԿ, Մամիկոնյանց 33",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/10,40.208208,44.519973,"Կույրերի մշակույթի տուն, Ն. Տիգրանյան 15",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/11,40.20467078,44.51560417,"«Երևանի Վ. Պետրոսյանի անվան հ.51 հիմնական դպրոց» ՊՈԱԿ, Ն. Զարյան 23",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/12,40.201136,44.520983,"«Երևանի Լև Տոլստոյի անվան հ.128 հիմնական դպրոց» ՊՈԱԿ, Ազատության 5",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/13,40.201121,44.520991,"«Երևանի Լև Տոլստոյի անվան հ.128 հիմնական դպրոց» ՊՈԱԿ, Ազատության 5",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/14,40.201103,44.511588,"«Երևանի Ռ. Սևակի անվան հ.151 հիմնական դպրոց» ՊՈԱԿ, Բաբայան 40",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/15,40.201103,44.511588,«Երևանի Ռ. Սևակի անվան հ.151 հիմնական դպրոց» ՊՈԱԿ Բաբայան 40,Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/16,40.204581,44.511522,Երնորոգնախագիծ ինստիտուտ   Ն. Զարյան 22,Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/17,40.20467078,44.51560417,"«Երևանի Վ. Պետրոսյանի անվան հ.51 հիմնական դպրոց» ՊՈԱԿ, Ն. Զարյան 23",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/18,40.207224,44.509479,"Երևանի Արաբկիրի համալիր մարզաձևերի մանկապատանեկան մարզադպրոց, Կոմիտասի 37",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/19,40.207712,44.509222,"«Երևանի Րաֆֆու անվան հ.36 հիմնական դպրոց» ՊՈԱԿ,   Կոմիտասի 37",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/20,40.207205,44.504319,"«Երևանի Ծ. Իսակովի անվան հ.132 հիմնական դպրոց» ՊՈԱԿ, Ա. Խաչատրյան 28",Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/21,40.207365,44.505939,Հ.33 մանկապարտեզ Ա. Խաչատրյան 28/1,Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
4/22,40.205974,44.505668,Հասարակական տարածք Կոմիտասի 29/2,Երևան,Արաբկիր,elections.am/AccessibilityMap,2026-06-02T09:44:57.200Z
