precinct,lat,lng,station,marz,community,source,saved_at
6/20,40.206001,44.466627,"«Երևանի հ․47 մսուր-մանկապարտեզ» ՀՈԱԿ, Բաշինջաղյան 2 նրբ․ 4",Երևան,Աջափնյակ,cec-register,2026-06-02T18:09:24.207Z
6/23,40.207472,44.465842,"«Երևանի Ամենայն Հայոց կաթողիկոս Վազգեն Առաջինի անվան հ․ 168 հիմնական դպրոց» ՊՈԱԿ, Բաշինջաղյան 1 նրբ․",Երևան,Աջափնյակ,cec-register,2026-06-02T18:23:54.667Z
6/24,40.206942,44.469734,"«Երևանի հ․35 մսուր-մանկապարտեզ» ՀՈԱԿ, Բաշինջաղյան 184/5",Երևան,Աջափնյակ,cec-register,2026-06-02T18:58:59.396Z
6/27,40.207492,44.473986,"«Երևանի Վիլյամ Սարոյանի անվան հ․138 հիմնական դպրոց» ՊՈԱԿ, Մարգարյան  փ․ 30Ա",Երևան,Աջափնյակ,cec-register,2026-06-02T18:52:36.840Z
6/28,40.21094917,44.47029315,"«Երևանի հ․185 հիմնական դպրոց» ՊՈԱԿ, Հ․ Բեկնազարյան 5/1",Երևան,Աջափնյակ,cec-register,2026-06-02T18:23:54.673Z
6/29,40.21094917,44.47029315,"«Երևանի հ․185 հիմնական դպրոց» ՊՈԱԿ, Հ․ Բեկնազարյան 5/1",Երևան,Աջափնյակ,cec-register,2026-06-02T17:12:29.959Z
6/30,40.21026896,44.46924101,"«Երևանի Գևորգ Չաուշի անվան հ․ 188 հիմնական դպրոց» ՊՈԱԿ, Բեկնազարյան 5",Երևան,Աջափնյակ,cec-register,2026-06-02T17:12:29.959Z
6/32,40.210048,44.467517,"«Երևանի  հ․ 195 ավագ դպրոց» ՊՈԱԿ, Մազմանյան 5Ա",Երևան,Աջափնյակ,cec-register,2026-06-02T17:52:50.151Z
6/33,40.212096,44.4711,"«Աջափնյակ գեղագիտական կենտրոն» ՀՈԱԿ, Նորաշեն/16/թղմ․2, 23/13",Երևան,Աջափնյակ,cec-register,2026-06-02T17:52:50.151Z
6/34,40.212096,44.4711,"«Աջափնյակ գեղագիտական կենտրոն» ՀՈԱԿ, Նորաշեն/16/թղմ․2, 23/13",Երևան,Աջափնյակ,cec-register,2026-06-02T18:23:54.674Z
6/36,40.21159,44.460225,"«Երևանի Գևորգ Արշակյանի անվան հ․ 22 հիմնական դպրոց» ՊՈԱԿ, Նազարբեկյան թղմ․",Երևան,Աջափնյակ,cec-register,2026-06-02T18:52:36.841Z
6/38,40.196061,44.451197,"«Երևանի  Ջիվան Աբրահամյանի անվան հ. 111 հիմնական դպրոց» ՊՈԱԿ, Լուկաշինի 1-ին փ․ 5",Երևան,Աջափնյակ,cec-register,2026-06-02T18:23:54.673Z
6/39,40.196061,44.451197,"«Երևանի  Ջիվան Աբրահամյանի անվան հ. 111 հիմնական դպրոց» ՊՈԱԿ, Լուկաշինի 1-ին փ․ 5",Երևան,Աջափնյակ,cec-register,2026-06-02T17:52:50.151Z
6/41,40.189892,44.454001,"«Երևանի  Միսաք Մեծարենցի անվան հ․146 հիմնական դպրոց» ՊՈԱԿ, Լուկաշինի 6",Երևան,Աջափնյակ,cec-register,2026-06-02T18:23:54.672Z
6/43,40.212566,44.434518,"«Երևանի հ․108 միջնակարգ դպրոց» ՊՈԱԿ, Սահակ Պարթևի փ․ (Սիլիկյան 10)",Երևան,Աջափնյակ,cec-register,2026-06-02T17:05:56.429Z
6/44,40.212566,44.434518,"«Երևանի հ․108 միջնակարգ դպրոց» ՊՈԱԿ, Սահակ Պարթևի փ․ (Սիլիկյան 10)",Երևան,Աջափնյակ,cec-register,2026-06-02T18:52:36.840Z
6/45,40.210831,44.434888,"«Երևանի հ․ 37 մսուր-մանակապարտեզ» ՀՈԱԿ, Սահակ Պարթևի փ. 39 (Սիլիկյան 10 փ․ 39)",Երևան,Աջափնյակ,cec-register,2026-06-02T17:52:50.151Z
6/46,40.193637,44.471125,"«Երևանի Պեյո Յավորովի անվան հ․131 հիմնական դպրոց»ՊՈԱԿ, Արզումանյան փ․22",Երևան,Աջափնյակ,cec-register,2026-06-02T18:09:24.207Z
6/49,40.190158,44.47744,"«Երևանի  հ․ 38  մսուր-մանկապարտեզ» ՀՈԱԿ, Քըրք Քըրքորյան 4Ա (Լենինգրադյան 4Ա)",Երևան,Աջափնյակ,cec-register,2026-06-02T18:09:24.207Z
6/50,40.192743,44.476043,"«Երևանի Ալեքսանդր Բլոկի անվան հ.122 հիմնական դպրոց» ՊՈԱԿ, Արզումանյան 5",Երևան,Աջափնյակ,cec-register,2026-06-02T18:23:54.673Z
6/51,40.193375,44.4763,"«Ա․Երզնկյանի  անվան հ․118 ավագ դպրոց» ՊՈԱԿ, Արզումանյան 8",Երևան,Աջափնյակ,cec-register,2026-06-02T17:52:50.151Z
6/52,40.193375,44.4763,"«Ա․Երզնկյանի  անվան հ․118 ավագ դպրոց» ՊՈԱԿ, Արզումանյան 8",Երևան,Աջափնյակ,cec-register,2026-06-02T18:09:24.207Z
7/1,40.162142,44.432233,"Թիվ 85 մանկապարտեզ , Իսակով 50/6",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.206Z
7/3,40.1634278,44.44384734,"Թիվ 78 մանկապարտեզ, Բաբաջանյան 139",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:00:40.276Z
7/7,40.164068,44.445458,"Թիվ 190 դպրոց, Բաբաջանյան  133/3",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.207Z
7/9,40.178271,44.44373,"Թիվ 79 մանկապարտեզ, Շերամ 65/2",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:52:50.151Z
7/10,40.184466,44.446849,"Թիվ 84 մանկապարտեզ , Շերամ 15",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
7/12,40.176798,44.441751,"Թիվ 184 դպրոց, Շերամի 103/3",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.206Z
7/13,40.175927,44.442718,"Թիվ 174 դպրոց , Սվաճյան  42",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:20:38.693Z
7/14,40.177397,44.44371,"Թիվ 176 դպրոց, Հովնաթանի 33",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
7/16,40.18740834,44.4270773,"Գյուղխորհուրդ , Հաղթանակ 6Փ 19",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.840Z
7/17,40.184945,44.420784,"Թիվ 113 դպրոց , Հաղթանակ 6Փ 51",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:52:50.151Z
7/18,40.190152,44.419143,"Թիվ 86 մանկապարտեզ, Հաղթանակի 12 Փ.  32",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
7/20,40.183345,44.446168,"Թիվ 162 դպրոց , Անդրանիկի 4",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
7/21,40.182011,44.444939,"Թիվ 89 մանկապարտեզ, Օհանովի 45",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.207Z
7/23,40.178628,44.457684,"Թիվ 92 դպրոց, Սեբաստիա 54",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:03:11.145Z
7/24,40.178628,44.457684,"Թիվ 92 դպրոց, Սեբաստիա 54",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.674Z
7/25,40.185327,44.454319,"Թիվ 121 դպրոց , Տիչինայի  փողոց 2-րդ նրբանցք, 121 շենք",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.207Z
7/28,40.185722,44.462174,"Թիվ 89 դպրոց, Սեբաստիա 19",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:35:49.516Z
7/29,40.185722,44.462174,"Թիվ 89 դպրոց, Սեբաստիա 19",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.840Z
7/30,40.168233,44.466027,"Թիվ 152 դպրոց, Արարատյան 1-ին զանգված  Կուրղինյան փողոց, 9շենք",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:52:50.151Z
7/32,40.170582,44.466707,"Թիվ  81 մանկապարտեզ, Արարատյան 1 զ. Կուրղինյան 11/5",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.840Z
7/34,40.172708,44.459409,"Թիվ 90 դպրոց, Վանտյան 43",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
7/35,40.172708,44.459409,"Թիվ 90 դպրոց, Վանտյան 43",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:17:00.095Z
7/36,40.172537,44.458258,"Մալաթիա-Սեբաստիա վարչական շրջանի համալիր սոցիալական ծառայություն-ների տարածքային կենտրոն, Բատիկյան փ.  99 շենք",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.673Z
7/38,40.178115,44.451688,Թիվ 179 դպրոց Օհանով  72,Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
7/39,40.175813,44.441133,"Թիվ 97 մանկապարտեզ, Սվաճյան 16",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.667Z
7/40,40.175813,44.441133,"Թիվ 97 մանկապարտեզ, Սվաճյան 16",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.667Z
7/41,40.170787,44.435288,"Բ 4 դպրոց – պարտեզ, Բաբաջանյան 38/1",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.672Z
7/42,40.170787,44.435288,"Բ 4 դպրոց – պարտեզ, Բաբաջանյան 38/1",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.673Z
7/43,40.169428,44.439514,"Մ.Սեբաստացի կրթահամալիր, Բաբաջանյան 25",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.205Z
7/44,40.169428,44.439514,"Մ.Սեբաստացի կրթահամալիր, Բաբաջանյան 25",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:52:50.151Z
7/46,40.16909637,44.44370437,"Թիվ 95 մանկապարտեզ, Անդրանիկի  124",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:00:40.276Z
7/48,40.17177979,44.44060646,"Թիվ 76 մանկապարտեզ,  Րաֆֆու 85/5",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.207Z
7/51,40.1723,44.447662,"Թիվ 191 դպրոց, Անդրանիկի 83",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.674Z
7/54,40.17047771,44.44753346,"Թիվ 83 մանկապարտեզ, Անդրանիկի 97",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T17:10:17.344Z
7/55,40.171249,44.455231,"Թիվ 112 դպրոց, Սեբաստիա 84 Ա",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.668Z
7/56,40.171249,44.455231,Թիվ 112 դպրոց. Սեբաստիա 84 Ա,Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:09:24.207Z
7/57,40.16657,44.453888,"Թիվ 91 դպրոց, Ծերենցի 72 Ա",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:23:54.667Z
7/60,40.169304,44.465999,"Թիվ 116 դպրոց, Արարատյան 2-րդ զանգված, Կուրղինյան փողոց․ նրբացք, 1շենք",Երևան,Մալաթիա-Սեբաստիա,cec-register,2026-06-02T18:52:36.841Z
8/1,40.15731,44.502309,"Երևանի Փ. Թերլեմեզյանի անվան գեղարվեստի պետական քոլեջ ՊՈԱԿ, Արշակունյաց 39",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.672Z
8/2,40.152721,44.500848,"«Երևանի Հ. Թումանյանի անվան հ. 32 հիմնական դպրոց» ՊՈԱԿ, Սևանի 132",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.667Z
8/3,40.15292159,44.50022081,"«Փոքրիկ Իշխան» կրթահամալիր, Սևանի 132",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.673Z
8/4,40.151356,44.492677,"«Երևանի Վ. Բելինսկու անվան հ.38 հիմնական դպրոց» ՊՈԱԿ, Գ.Նժդեհի 22",Երևան,Շենգավիթ,cec-register,2026-06-02T17:35:49.516Z
8/6,40.149959,44.495373,"«Երևանի Ջ. Դունայանցի անվան հ.154 հիմնական դպրոց» ՊՈԱԿ, Ֆրունզեի 4",Երևան,Շենգավիթ,cec-register,2026-06-02T17:25:32.312Z
8/7,40.149959,44.495373,"«Երևանի Ջ. Դունայանցի անվան հ.154 հիմնական դպրոց» ՊՈԱԿ, Ֆրունզեի 4",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.841Z
8/8,40.146419,44.494686,"«Երևանի Լեոյի անվան հ. 65 ավագ դպրոց» ՊՈԱԿ, Ֆրունզեի 56",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.840Z
8/9,40.146419,44.494686,"«Երևանի Լեոյի անվան հ. 65 ավագ դպրոց» ՊՈԱԿ, Ֆրունզեի 56",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.206Z
8/13,40.1519,44.488999,"«Երևանի Վ. Համբարձումյանի անվան հ.12 հիմնական դպրոց» ՊՈԱԿ, Գ.Նժդեհ 11",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.840Z
8/16,40.154729,44.491362,"«Երևանի հ. 144 հիմնական դպրոց» ՊՈԱԿ, Վ.Շենգավիթ 2 փ., 9",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.667Z
8/17,40.156657,44.489865,"Երևանի հ. 137 մանկապարտեզ, Պատկանյան 20",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.668Z
8/20,40.155837,44.484973,"Երևանի հ. 143 մանկապարտեզ,  Չեխովի 100",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.206Z
8/21,40.157322,44.482687,"«Երևանի հ. 50 հիմնական դպրոց» ՊՈԱԿ, Շևչենկոյի 34/1",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.673Z
8/22,40.157322,44.482687,"«Երևանի հ. 50 հիմնական դպրոց» ՊՈԱԿ, Շևչենկոյի 34/1",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.673Z
8/23,40.154372,44.480419,"«Երևանի Ա. Մյասնիկյանի անվան հ. 66 հիմնական դպրոց» ՊՈԱԿ, Բագրատունյաց 9",Երևան,Շենգավիթ,cec-register,2026-06-02T17:20:38.693Z
8/25,40.151525,44.476579,"«Երևանի հ.31 հիմնական դպրոց» ՊՈԱԿ, Հ. Հովսեփյան 2",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.206Z
8/26,40.151935,44.477091,"«Երևանի Վ. Վարդևանյանի անվան հ. 173 հիմնական դպրոց» ՊՈԱԿ, Հ. Հովսեփյան 4",Երևան,Շենգավիթ,cec-register,2026-06-02T17:35:49.516Z
8/28,40.150522,44.482095,"Երևանի հ. 136 մանկապարտեզ, Բագրատունյաց 16",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.841Z
8/29,40.150522,44.482095,"Երևանի հ. 136 մանկապարտեզ, Բագրատունյաց 16",Երևան,Շենգավիթ,cec-register,2026-06-02T17:17:00.095Z
8/30,40.147622,44.483148,"«Երևանի Ա. Սախարովի անվան հ.69 հիմնական դպրոց» ՊՈԱԿ, Արարատյան 26",Երևան,Շենգավիթ,cec-register,2026-06-02T17:14:03.582Z
8/31,40.14673,44.487049,"«Երևանի Գ. Նժդեհի անվան հ. 161 հիմնական դպրոց» ՊՈԱԿ, Բագրատունյաց 32/1",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.206Z
8/33,40.144574,44.485139,"«Երևանի հ. 110 հիմնական դպրոց» ՊՈԱԿ, Ս. Տարոնցու 11",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.841Z
8/35,40.143556,44.483729,"Երևանի հ. 139 մանկապարտեզ, Ս. Տարոնցու 28",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.206Z
8/36,40.14275,44.48492,"«Երևանի Գ. Նարեկացու անվան հ. 137 հիմնական դպրոց» ՊՈԱԿ,  Ս. Տարոնցու 17",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.674Z
8/37,40.13824,44.482251,"Երևանի հ. 144 մանկապարտեզ, Վահրամ Արիստակեսյան փողոց  /Ն. Շենգավիթի 11 փ./ 35/3",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.207Z
8/38,40.13824,44.482251,"Երևանի հ.144 մանկապարտեզ, Վահրամ Արիստակեսյան փողոց  /Ն. Շենգավիթի 11 փ./ 35/3",Երևան,Շենգավիթ,cec-register,2026-06-02T17:28:22.650Z
8/39,40.136821,44.486095,"«Երևանի հ.75 հիմնական դպրոց» ՊՈԱԿ, Ա.Խոստիկյան փ. /Ն. Շենգավիթի 12 փ./ 13",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.841Z
8/41,40.136269,44.488623,"«Երևանի Գ. Զոհրապի անվան հ.97 ավագ դպրոց» ՊՈԱԿ, Ա. Խոստիկյան փ. /Ն. Շենգավիթի 12 փ./ 12",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.668Z
8/43,40.149069,44.461438,"«Երևանի Մ. Ջանբազյանի անվան հ.79 հիմնական դպրոց» ՊՈԱԿ,  Հ. Հովհաննիսյան 30",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.674Z
8/44,40.149069,44.461438,"«Երևանի Մ. Ջանբազյանի անվան հ.79 հիմնական դպրոց» ՊՈԱԿ,  Հ. Հովհաննիսյան 30",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.673Z
8/46,40.141234,44.436717,"«Երևանի Հ. Շիրազի անվան հ.169 հիմնական դպրոց» ՊՈԱԿ,  Շիրակի 5 նրբ. 19",Երևան,Շենգավիթ,cec-register,2026-06-02T17:03:11.144Z
8/47,40.150161,44.452538,"«Երևանի Ս. Հովսեփյանի անվան հ.115 ավագ դպրոց» ՊՈԱԿ, Շիրակի 74",Երևան,Շենգավիթ,cec-register,2026-06-02T17:35:49.516Z
8/48,40.147207,44.455193,"Երևանի հ. 142 մանկապարտեզ, Շիրակի 4 նրբ. 5/1",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.207Z
8/49,40.145304,44.4652,"«Երևանի Մ. Գորգիսյանի անվան հ.158 հիմնական դպրոց» ՊՈԱԿ,  Շիրակի 2 նրբ. 5",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.207Z
8/50,40.145304,44.4652,"«Երևանի Մ. Գորգիսյանի անվան հ.158 հիմնական դպրոց» ՊՈԱԿ,  Շիրակի 2 նրբ. 5",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.207Z
8/51,40.141912,44.467569,"Երևանի հ.135 մանկապարտեզ,  Շիրակի 4/4",Երևան,Շենգավիթ,cec-register,2026-06-02T17:00:40.276Z
8/52,40.141905,44.46498,"«Երևանի Հ. Հովհաննիսյանի անվան հ.52 հիմնական դպրոց» ՊՈԱԿ,  Շիրակի 3",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.841Z
8/53,40.141905,44.46498,"«Երևանի Հ. Հովհաննիսյանի անվան հ.52 հիմնական դպրոց» ՊՈԱԿ,  Շիրակի 3",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.667Z
8/55,40.128592,44.445619,"Երևանի հ. 130 մանկապարտեզ,  Ն. Չարբախ 3 փ. 58/5",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.840Z
8/58,40.120993,44.474615,"«Երևանի հ. 98 հիմնական դպրոց» ՊՈԱԿ, Վ. Ենգիբարյան փողոց /Նորագավիթ 1 փ./ 97",Երևան,Շենգավիթ,cec-register,2026-06-02T18:09:24.206Z
8/59,40.120993,44.474615,"«Երևանի հ. 98 հիմնական դպրոց» ՊՈԱԿ, Վ. Ենգիբարյան փողոց /Նորագավիթ 1 փ./ 97",Երևան,Շենգավիթ,cec-register,2026-06-02T18:52:36.841Z
8/61,40.119627,44.473403,"«Երևանի հ. 140 հիմնական դպրոց» ՊՈԱԿ, Վ. Ենգիբարյան փողոց /Նորագավիթ 1 փ./ 99",Երևան,Շենգավիթ,cec-register,2026-06-02T17:52:50.151Z
8/62,40.09001071,44.48320723,"Ոչ բնակելի շինություն, մասնավոր սեփականություն, Ն.Խարբերդ թաղամաս, 2-րդ փող.,  հ.83/1",Երևան,Շենգավիթ,cec-register,2026-06-02T17:08:34.174Z
8/63,40.090554,44.485308,"Ոչ բնակելի շինություն, մասնավոր սեփականություն, Ն.Խարբերդ թաղամաս, 4-րդ փող., հ. 2",Երևան,Շենգավիթ,cec-register,2026-06-02T18:23:54.667Z
9/1,40.186634,44.535774,Արմենակ Արմենակյան փողոց 125 Ջրային հիմնահարցերի և հիդրոտեխ. ինստիտուտ,Երևան,Նորք-Մարաշ,cec-register,2026-06-02T18:52:36.840Z
9/3,40.183097,44.543114,Օհան Դուրյան փողոց 29 հասցե Ռ. Անդրեասյանի անվան երաժշտական դպրոց ՀՈԱԿ,Երևան,Նորք-Մարաշ,cec-register,2026-06-02T18:52:36.840Z
9/4,40.183819,44.544025,Օհան Դուրյան փողոց 51 հասցե Ա. Արմենակյանի անվան հ.26 հիմնական դպրոցե ՊՈԱԿ,Երևան,Նորք-Մարաշ,cec-register,2026-06-02T18:09:24.206Z
9/5,40.176935,44.53876,"Գ. Հովսեփյան փողոց, 91հասցե Արգիշտի Առաջին Արքայի անվան հ. 61 հիմնական դպրոց ՊՈԱԿ",Երևան,Նորք-Մարաշ,cec-register,2026-06-02T18:52:36.841Z
9/6,40.173407,44.540686,"Արփենիկ Նալբանդյան փողոց, 62հասցե, Երևանի հ.157 հիմնական դպրոց ՊՈԱԿ",Երևան,Նորք-Մարաշ,cec-register,2026-06-02T17:35:49.515Z
9/8,40.165683,44.518316,"Նալբանդյանի անվան թիվ 33 դպրոց, Նար-Դոսի 38",Երևան,Կենտրոն,cec-register,2026-06-02T18:52:36.841Z
9/11,40.162601,44.517687,"Թիվ 39 դպրոց, Ծխախոտագործների 1",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.206Z
9/12,40.162601,44.517687,"Թիվ 39 դպրոց, Ծխախոտագործների 1",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.206Z
9/13,40.164546,44.511983,"Թիվ 17 ՆՈՒՀ, Տիգրան Մեծի 36 ա",Երևան,Կենտրոն,cec-register,2026-06-02T18:52:36.841Z
9/14,40.167728,44.512355,"Խանջյանի անվան թիվ 53 դպրոց, Տիգրան Մեծի 26ա",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.668Z
9/15,40.165376,44.504182,"Թելմանի անվան թիվ 13 դպրոց, Արշակունյաց 20",Երևան,Կենտրոն,cec-register,2026-06-02T17:28:22.650Z
9/16,40.17296,44.505693,"Մայակովսկուանվան թիվ 7 դպրոց, Գր. Լուսավորիչ 7",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.673Z
9/17,40.176045,44.503271,"Թիվ 4 ՆՈՒՀ, Գր. Լուսավորիչ 15/1",Երևան,Կենտրոն,cec-register,2026-06-02T16:46:53.483Z
9/18,40.177849,44.502329,"Սպանդարյանի անվան թիվ 24 դպրոց, Պարոնյան 3",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.207Z
9/22,40.185179,44.507365,"Անդրանիկ Մարգարյանի անվան թիվ 29 դպրոց, Սարյան 23",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.206Z
9/23,40.185179,44.507365,"Անդրանիկ Մարգարյանի անվան թիվ 29 դպրոց, Սարյան 23",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.206Z
9/24,40.185454,44.512491,"Շահումյանի անվան թիվ 1 դպրոց, Մաշտոցի 33ա",Երևան,Կենտրոն,cec-register,2026-06-02T17:20:38.693Z
9/25,40.182277,44.506045,"Երևանի թատրոնի և կինոյի պետական ինստիտուտ, Ամիրյան 26",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.673Z
9/26,40.17968,44.509213,"Չարենցի անվան թիվ 67 դպրոց, Ամիրյան 9",Երևան,Կենտրոն,cec-register,2026-06-02T18:52:36.841Z
9/27,40.180884,44.509025,"Թիվ 10 ՆՈՒՀ, Մաշտոցի 20",Երևան,Կենտրոն,cec-register,2026-06-02T17:52:50.151Z
9/28,40.182644,44.50051,"Ռուսթավելու անվան թիվ 23 դպրոց, Ռուսթավելու 14",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.206Z
9/29,40.182644,44.50051,"Ռուսթավելու անվան թիվ 23 դպրոց, Ռուսթավելու 14",Երևան,Կենտրոն,cec-register,2026-06-02T18:52:36.840Z
9/30,40.190676,44.525366,ՀԱԱՀ հիմնադրամ/ Ագրարային համալսարան/ Տերյան 74,Երևան,Կենտրոն,cec-register,2026-06-02T18:52:36.840Z
9/31,40.184354,44.524697,"Հայաստանի պետական տնտեսագիտական համալսարան, Նալբանդյան 128-130",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.672Z
9/36,40.170267,44.520386,"Թիվ 3 ՆՈՒՀ, Վրացյան 80",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.672Z
9/38,40.16829,44.518811,"Նար-Դոսի անվ. թիվ 14 դպրոց, Եր. Քոչարի 12/1",Երևան,Կենտրոն,cec-register,2026-06-02T17:35:49.516Z
9/42,40.179151,44.52038,"Դաշտենցի անվ. թ. 114 դպրոց, Հանրապետության 73",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.207Z
9/43,40.180001,44.525568,"Լ. Շանթի անվան թիվ 4 դպրոց, Ալ. Մանուկյան 3",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.206Z
9/47,40.182508,44.512349,"Չայկովսկու անվան երաժշտական դպրոց, Կողբացի 36",Երևան,Կենտրոն,cec-register,2026-06-02T17:35:49.516Z
9/50,40.185417,44.518515,"Ն. Աղբալյանի անվան թիվ 19 դպրոց, Տերյան 54",Երևան,Կենտրոն,cec-register,2026-06-02T17:03:11.145Z
9/51,40.189157,44.51906,"Խ. Աբովյանի անվան թիվ 2 դպրոց, Իսահակյան 30",Երևան,Կենտրոն,cec-register,2026-06-02T18:09:24.207Z
9/54,40.1779,44.491976,Երևանի թենիսի և բատմինտոնի մանկապատանեկան մարզադպրոց  Այասի 12,Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.668Z
9/56,40.168966,44.493941,"Հիդրոպոնիկայի պրոբլ. ինստ., Նորագյուղ 108",Երևան,Կենտրոն,cec-register,2026-06-02T17:52:50.150Z
9/57,40.168966,44.493941,"Հիդրոպոնիկայի պրոբլ. ինստ., Նորագյուղ 108",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.673Z
9/59,40.189277,44.512839,"Գրողների միության վարչություն, Բաղրամյան 3",Երևան,Կենտրոն,cec-register,2026-06-02T18:23:54.673Z
10/1,40.161334,44.511684,"«Երևանի Վ. Տերյանի անվան հ.60 հիմնական դպրոց» ՊՈԱԿ, Տ. Մեծի պող. հ.42",Երևան,Էրեբունի,cec-register,2026-06-02T17:03:11.145Z
